country_code	country	Initials	isSmall	ProjFirstYear	MigCode	WPPAIDS	AgeMortalityType	AgeMortalityPattern	AgeMortProjMethod1	AgeMortProjMethod2	AgeMortProjPattern	AgeMortProjMethodWeights	AgeMortProjAdjSR	LatestAgeMortalityPattern	SmoothLatestAgeMortalityPattern	SmoothDFLatestAgeMortalityPattern	PasfrNorm	PasfrGlobalNorm	ConstantPasfr	PasfrFarEastAsianNorm	PasfrSouthAsianNorm	MigAgeSchedule	MigAgeZeroNeg	MigAgeEqualMFratio	MigFDMb0	MigFDMb1	MigFDMsrin	MigFDMsrout
442	Luxembourg	MW	0	1950	9	0	Age specific mortality pattern	CD_West	LC	""	""	""	0	c(-4,10)	1	35	ConstantPasfr	0	1	0	0	0	0	0	0.007	0.5	0.493307694267153	0.495151072344669
446	China, Macao SAR	PG	0	1950	9	0	Age specific mortality pattern	LogQuad	modPMD	MLT	CD_North	c(1,0.75)	0	c(-4,5)	1	65	ConstantPasfr	0	1	1	0	0	0	0	0.007	0.5	0.526281884420273	0.500146701705597
450	Madagascar	SESH	0	1950	9	0	Model life tables	CD_North	modPMD	MLT	CD_West	c(1,0.5)	3	1	0	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.52944724340334	0.560440236606142
454	Malawi	JM	0	1950	9	1	Model life tables	HIVmortmod	modPMD	MLT	CD_North	c(1,0.5)	0	1	0	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.47772428326765	0.490048632447756
458	Malaysia	PLIW	0	1950	9	0	Age specific mortality pattern	LogQuad	modPMD	MLT	CD_North	c(1,0.75)	3	c(-4,5)	1	65	Global Norm	0	0	0	0	0	0	0	0.007	0.5	0.472798623514698	0.461769497047445
462	Maldives	YK	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	c(1,0.5)	3	c(-4,5)	1	65	Global Norm	0	0	0	0	0	0	0	0.007	0.5	0.406587974816178	0.282572954670591
466	Mali	IW	0	1950	9	0	Model life tables	CD_South	modPMD	MLT	CD_North	c(1,0.5)	0	c(-4,1)	0	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.467115009627318	0.483008011808398
470	Malta	MW	0	1950	9	0	Age specific mortality pattern	CD_North	modPMD	MLT	CD_North	c(1,0.5)	0	c(-4,8)	1	65	Global Norm	0	0	0	0	0	0	0	0.007	0.5	0.456649538724692	0.506601412049875
474	Martinique	LZ	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	c(1,0.5)	0	c(-4,5)	1	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.540676330906216	0.515063653111166
478	Mauritania	VK	0	1950	9	0	Model life tables	LogQuad	modPMD	MLT	CD_North	c(1,0.5)	0	1	0	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.46228589662786	0.472497487193381
480	Mauritius	LZ	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	c(1,0.5)	3	c(-4,5)	1	65	Global Norm	0	0	0	0	450	0	1	0.001	0.5	0.504359007741243	0.506818606603589
484	Mexico	HC	0	1950	9	0	Age specific mortality pattern	LogQuad	modPMD	MLT	CD_West	c(1,0.5)	3	c(-4,3)	1	65	Global Norm	0	0	0	0	0	0	0	1e-05	0.5	0.484323651734105	0.496183915750867
492	Monaco	PG	1	1950	9	0	Model life tables	CD_West	modPMD	MLT	CD_West	c(1,0.5)	0	1	0	65	Global Norm	0	0	0	0	0	0	0	0.007	0.5	0.504754993698201	0.516243954770497
496	Mongolia	YK	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	c(1,0.85)	0	c(-4,5)	0	65	ConstantPasfr	0	1	0	0	0	0	0	0.007	0.5	0.47389906366224	0.49402310942448
498	Republic of Moldova	MWVK	0	1950	9	0	Age specific mortality pattern	LogQuad	modPMD	MLT	CD_West	c(1,0.75)	3	c(-4,5)	1	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.512770206676189	0.519387966144973
499	Montenegro	MWVK	0	1950	9	0	Age specific mortality pattern	LogQuad	modPMD	MLT	CD_West	c(1,0.9)	3	c(-4,5)	1	65	Global Norm	1	0	0	0	0	0	0	0.001	0.5	0.535454643434827	0.526087104057044
500	Montserrat	PG	1	1950	9	0	Model life tables	LogQuad	modPMD	MLT	UN_Far_Eastern	c(1,0.5)	0	1	0	65	Global Norm	0	0	0	0	92	0	1	0.001	0.5	0.488616593676885	0.526493556874916
504	Morocco	VK	0	1950	9	0	Model life tables	CD_West	modPMD	MLT	CD_West	c(1,0.5)	3	1	0	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.48067670296723	0.524579325015591
508	Mozambique	PG	0	1950	9	1	Model life tables	HIVmortmod	modPMD	MLT	CD_West	c(1,0.5)	0	1	0	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.450150972981172	0.47813969179559
512	Oman	SH	0	1950	9	0	Model life tables	LogQuad	modPMD	MLT	CD_West	c(1,0.5)	3	c(-4,5)	0	65	Global Norm	0	0	0	0	0	0	0	0.04	0.5	0.360037829070867	0.304969099674977
516	Namibia	PG	0	1950	9	1	Model life tables	HIVmortmod	modPMD	MLT	CD_West	c(1,0.5)	0	1	0	65	Global Norm	0	0	0	0	0	0	0	0.007	0.5	0.478652691711851	0.482103142196152
520	Nauru	PG	1	1950	9	0	Model life tables	LogQuad	modPMD	MLT	UN_Far_Eastern	c(1,0.85)	0	1	0	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.451033115026289	0.467224248522198
524	Nepal	SH	0	1950	9	0	Model life tables	CD_West	modPMD	MLT	CD_West	c(1,0.5)	3	1	0	65	Global Norm	0	0	0	0	356	0	1	0.001	0.5	0.35	0.35
528	Netherlands	MW	0	1950	9	0	Age specific mortality pattern	CD_West	LC	""	""	""	0	c(-4,5)	1	65	Global Norm	1	0	0	0	0	0	0	0.007	0.5	0.505079151068355	0.50436791827361
531	Cura?ao	LZ	0	1950	9	0	Model life tables	CD_West	modPMD	MLT	CD_West	c(1,0.5)	3	1	0	65	Global Norm	0	0	0	0	388	0	1	0.007	0.5	0.471056781833371	0.59562313440735
533	Aruba	LZ	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	c(1,0.5)	3	c(-4,5)	1	65	Global Norm	0	0	0	0	388	0	1	0.001	0.5	0.517162748798151	0.510380137755264
534	Sint Maarten (Dutch part)	PG	1	1950	9	0	Model life tables	CD_West	modPMD	MLT	CD_West	c(1,0.5)	0	1	0	65	Global Norm	0	0	0	0	0	0	0	5e-04	0.5	0.476077567254699	0.52835012032426
535	Bonaire, Sint Eustatius and Saba	PG	1	1950	9	0	Model life tables	CD_West	modPMD	MLT	CD_West	c(1,0.5)	3	1	0	65	Global Norm	0	0	0	0	0	0	0	5e-04	0.5	0.5	0.5
540	New Caledonia	PLIW	0	1950	9	0	Age specific mortality pattern	UN_General	modPMD	MLT	CD_West	c(1,0.5)	0	c(-4,5)	1	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.48653877907251	0.474940365405981
548	Vanuatu	LZ	0	1950	9	0	Model life tables	LogQuad	modPMD	MLT	CD_West	c(1,0.5)	3	1	0	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.515134697306054	0.482026333831199
554	New Zealand	MW	0	1950	9	0	Age specific mortality pattern	CD_North	LC	""	""	""	0	c(-4,5)	1	35	Global Norm	0	0	0	0	0	0	0	0.007	0.5	0.495568314922206	0.524889468973437
558	Nicaragua	HC	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	c(1,0.5)	3	c(-4,5)	1	65	Global Norm	0	0	0	0	0	0	0	1e-05	0.5	0.512485212688599	0.507091398504623
562	Niger	IW	0	1950	9	0	Model life tables	CD_South	modPMD	MLT	CD_North	c(1,0.5)	0	1	0	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.48683500929258	0.492435819667166
566	Nigeria	IW	0	1950	9	0	Model life tables	CD_North	modPMD	MLT	CD_North	c(1,0.5)	3	1	0	65	Global Norm	0	0	0	0	0	0	0	0.007	0.5	0.48457203240883	0.500593739758545
570	Niue	PG	1	1950	9	0	Model life tables	LogQuad	modPMD	MLT	CD_West	c(1,0.5)	3	1	0	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.564007483129552	0.487072868512605
578	Norway	MW	0	1950	9	0	Age specific mortality pattern	CD_West	LC	""	""	""	0	c(-3,5)	1	65	Global Norm	1	0	0	0	0	0	0	0.007	0.5	0.500930470844295	0.499939894353843
580	Northern Mariana Islands	PG	1	1950	9	0	Model life tables	LogQuad	modPMD	MLT	CD_West	c(1,0.5)	3	1	0	65	Global Norm	0	0	0	0	0	0	0	5e-04	0.5	0.52316644411014	0.530456066606452
583	Micronesia (Fed. States of)	LZ	0	1950	9	0	Model life tables	LogQuad	modPMD	MLT	CD_West	c(1,0.5)	0	1	0	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.498339961368026	0.49987777208172
584	Marshall Islands	PG	1	1950	9	0	Model life tables	LogQuad	modPMD	MLT	CD_West	c(1,0.5)	3	1	0	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.465256391175427	0.492739850336781
585	Palau	PG	1	1950	9	0	Model life tables	LogQuad	modPMD	MLT	CD_West	c(1,0.85)	3	1	0	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.500947030204559	0.461814334005625
586	Pakistan	SH	0	1950	9	0	Model life tables	CD_West	modPMD	MLT	CD_West	c(1,0.5)	0	1	0	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.457206968431526	0.426431563583084
591	Panama	HC	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	c(1,0.5)	3	c(-4,5)	1	65	Global Norm	0	0	0	0	0	0	0	1e-05	0.5	0.481808633505574	0.473485546433404
598	Papua New Guinea	PLIW	0	1950	9	0	Model life tables	LogQuad	modPMD	MLT	UN_Far_Eastern	c(1,0.5)	0	1	0	65	Global Norm	0	0	0	0	0	0	0	5e-04	0.5	0.459510415514618	0.492559260035129
600	Paraguay	HC	0	1950	9	0	Age specific mortality pattern	LogQuad	modPMD	MLT	CD_West	c(1,0.5)	3	c(-4,5)	1	65	Global Norm	0	0	0	0	0	0	0	1e-05	0.5	0.523601974162431	0.513793579658675
604	Peru	HC	0	1950	9	0	Age specific mortality pattern	LogQuad	modPMD	MLT	CD_West	c(1,0.5)	3	c(-4,5)	1	65	Global Norm	0	0	0	0	0	0	0	1e-05	0.5	0.496438155134293	0.503144499861677
608	Philippines	SESH	0	1950	9	0	Model life tables	CD_West	modPMD	MLT	CD_North	c(1,0.5)	3	c(-4,5)	0	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.509990974770905	0.517092469910935
616	Poland	MW	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	c(1,0.9)	3	c(-4,5)	1	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.491557243344539	0.494983164571714
620	Portugal	MW	0	1950	9	0	Age specific mortality pattern	CD_West	LC	""	""	""	0	c(-4,5)	1	35	Global Norm	1	0	0	0	0	0	0	0.007	0.5	0.501265778742242	0.468844801448409
624	Guinea-Bissau	YK	0	1950	9	1	Model life tables	HIVmortmod	modPMD	MLT	CD_North	c(1,0.5)	3	1	0	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.482634241720476	0.492645021060033
626	Timor-Leste	YK	0	1950	9	0	Model life tables	CD_West	modPMD	MLT	CD_North	c(1,0.5)	3	1	0	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.456401994693062	0.495364468546996
630	Puerto Rico	LZ	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	c(1,0.9)	3	c(-4,5)	1	65	Global Norm	0	0	0	0	840	0	1	0.001	0.5	0.509747706078552	0.510187099824885
634	Qatar	SH	0	1950	9	0	Model life tables	LogQuad	modPMD	MLT	CD_West	c(1,0.5)	3	c(-4,5)	0	65	Global Norm	0	0	0	0	0	0	0	0.1	0.5	0.353775113494418	0.301402151382744
638	R?union	LZ	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	c(1,0.75)	3	c(-4,5)	1	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.481169401499537	0.483396022307446
642	Romania	MW	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	c(1,0.75)	3	c(-4,5)	1	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.49230428000974	0.50280421283195
643	Russian Federation	MWVK	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	c(1,0.9)	3	c(-4,5)	1	65	Global Norm	0	0	0	0	0	0	0	0.007	0.5	0.509768979314475	0.519074498364364
646	Rwanda	SESH	0	1950	9	1	Model life tables	HIVmortmod	modPMD	MLT	CD_North	c(1,0.5)	3	1	0	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.502649751766415	0.504353706766619
652	Saint Barth?lemy	PG	1	1950	9	0	Model life tables	CD_West	modPMD	MLT	CD_West	c(1,0.5)	0	1	0	65	Global Norm	0	0	0	0	312	0	1	0.007	0.5	0.5	0.5
654	Saint Helena	PG	1	1950	9	0	Model life tables	CD_West	modPMD	MLT	CD_West	c(1,0.5)	0	1	0	65	Global Norm	0	0	0	0	0	0	0	0.007	0.5	0.521287128712871	0.438534423388799
659	Saint Kitts and Nevis	PG	1	1950	9	0	Model life tables	LogQuad	modPMD	MLT	CD_West	c(1,0.9)	3	1	0	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.509462375922956	0.498787107143356
660	Anguilla	PG	1	1950	9	0	Model life tables	LogQuad	modPMD	MLT	CD_West	c(1,0.5)	3	1	0	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.490912952705862	0.491697393104341
662	Saint Lucia	JM	0	1950	9	0	Model life tables	LogQuad	modPMD	MLT	CD_West	c(1,0.5)	3	1	0	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.523186129851934	0.524074082753982
663	Saint Martin (French part)	PG	1	1950	9	0	Model life tables	CD_West	modPMD	MLT	CD_West	c(1,0.5)	0	1	0	65	Global Norm	0	0	0	0	312	0	1	0.001	0.5	0.5	0.5
666	Saint Pierre and Miquelon	PG	1	1950	9	0	Model life tables	LogQuad	modPMD	MLT	UN_Far_Eastern	c(1,0.5)	0	1	0	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.461020123384254	0.489611374871519
670	St. Vincent and the Grenadines	LZ	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	c(1,0.9)	3	c(-4,5)	1	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.505459814309651	0.509205468739296
674	San Marino	PG	1	1950	9	0	Model life tables	LogQuad	modPMD	MLT	CD_West	c(1,0.5)	0	1	0	65	ConstantPasfr	0	1	0	0	0	0	0	0.007	0.5	0.514791664571411	0.510778443113773
678	Sao Tome and Principe	YK	0	1950	9	0	Model life tables	LogQuad	modPMD	MLT	CD_North	c(1,0.85)	3	1	0	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.511814564771116	0.509370551548275
682	Saudi Arabia	SH	0	1950	9	0	Model life tables	LogQuad	modPMD	MLT	CD_West	c(1,0.75)	3	c(-4,5)	0	65	Global Norm	0	0	0	0	0	0	0	0.09	0.5	0.369369553054277	0.447285541321396
686	Senegal	IW	0	1950	9	0	Model life tables	CD_South	modPMD	MLT	CD_North	c(1,0.75)	0	1	0	65	Global Norm	0	0	0	0	0	0	0	0.007	0.5	0.463311912529361	0.446829282483062
688	Serbia	MWVK	0	1950	9	0	Age specific mortality pattern	LogQuad	modPMD	MLT	CD_West	c(1,0.9)	3	c(-4,5)	1	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.519758673576853	0.52215852821529
690	Seychelles	LZ	0	1950	9	0	Age specific mortality pattern	LogQuad	modPMD	MLT	CD_West	c(1,0.5)	3	c(-4,5)	1	65	Global Norm	0	0	0	0	0	0	0	5e-04	0.5	0.444545924960343	0.499545782214024
694	Sierra Leone	IW	0	1950	9	0	Model life tables	LogQuad	modPMD	MLT	CD_North	c(1,0.5)	0	1	0	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.490382246955253	0.502457096245968
702	Singapore	SESH	0	1950	9	0	Age specific mortality pattern	CD_North	modPMD	MLT	CD_North	c(1,0.9)	0	c(-4,5)	1	65	ConstantPasfr	0	1	1	0	0	0	0	0.007	0.5	0.500308154402086	0.517747981954818
703	Slovakia	MWVK	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	c(1,0.75)	3	c(-4,5)	1	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.486147023870208	0.50627007896166
704	Viet Nam	JM	0	1950	9	0	Model life tables	CD_North	modPMD	MLT	CD_North	c(1,0.5)	3	1	0	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.497367212545172	0.510252131830482
705	Slovenia	MWVK	0	1950	9	0	Age specific mortality pattern	LogQuad	LC	""	""	""	3	c(-4,5)	1	35	Global Norm	1	0	0	0	0	0	0	0.007	0.5	0.449456527792263	0.500407751006952
706	Somalia	IW	0	1950	9	0	Model life tables	CD_North	modPMD	MLT	CD_West	c(1,0.5)	0	1	0	65	Global Norm	0	0	0	0	0	0	0	0.007	0.5	0.493903188909376	0.490915159686348
710	South Africa	PG	0	1950	9	1	Age specific mortality pattern	HIVmortmod	modPMD	MLT	CD_West	c(1,1)	3	c(-4,5)	1	65	Global Norm	0	0	0	0	0	0	0	0.007	0.5	0.486393009997505	0.455799010358476
716	Zimbabwe	PG	0	1950	9	1	Model life tables	HIVmortmod	modPMD	MLT	CD_North	c(1,0.5)	0	1	0	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.49466183406398	0.462628466497572
724	Spain	MW	0	1950	9	0	Age specific mortality pattern	CD_West	LC	""	""	""	0	c(-4,5)	1	35	ConstantPasfr	0	1	0	0	0	0	0	0.007	0.5	0.517539167984962	0.499484720912944
728	South Sudan	VK	0	1950	9	0	Model life tables	CD_North	modPMD	MLT	CD_West	c(1,0.5)	0	1	0	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.518547495824508	0.502399251717018
729	Sudan	VK	0	1950	9	0	Model life tables	CD_North	modPMD	MLT	CD_West	c(1,0.5)	0	c(-4,1)	0	65	Global Norm	0	0	0	0	0	0	0	0.007	0.5	0.494984471147407	0.495095465686667
732	Western Sahara	VK	0	1950	9	0	Model life tables	CD_West	modPMD	MLT	CD_West	c(1,0.5)	3	1	0	65	Global Norm	0	0	0	0	0	0	0	0.007	0.5	0.444170272742094	0.489180276730428
740	Suriname	PLIW	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	c(1,0.5)	3	c(-4,5)	1	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.511103948149064	0.504301614735646
748	Eswatini	PG	0	1950	9	1	Model life tables	HIVmortmod	modPMD	MLT	CD_West	c(1,0.5)	3	1	0	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.483681592505563	0.562906155402304
752	Sweden	MW	0	1950	9	0	Age specific mortality pattern	CD_North	LC	""	""	""	0	c(-4,5)	1	35	Global Norm	1	0	0	0	0	0	0	0.007	0.5	0.490359283331307	0.506103244838904
756	Switzerland	MW	0	1950	9	0	Age specific mortality pattern	CD_West	LC	""	""	""	0	c(-4,5)	1	65	ConstantPasfr	0	1	0	0	0	0	0	0.007	0.5	0.504031613737999	0.505719296890254
760	Syrian Arab Republic	SH	0	1950	9	0	Model life tables	CD_West	modPMD	MLT	CD_West	c(1,0.5)	0	1	0	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.482967189812792	0.476963559201803
762	Tajikistan	VK	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	c(1,0.5)	3	c(-4,5)	1	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.485827957266219	0.520510901424834
764	Thailand	JM	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	c(1,0.5)	3	c(-4,5)	1	65	Global Norm	0	0	0	0	0	0	0	0.007	0.5	0.523732554805569	0.532542729883173
768	Togo	IW	0	1950	9	0	Model life tables	CD_South	modPMD	MLT	CD_North	c(1,0.5)	0	1	0	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.499143681406438	0.501752854542507
772	Tokelau	PG	1	1950	9	0	Model life tables	LogQuad	modPMD	MLT	UN_Far_Eastern	c(1,0.90)	0	1	0	65	Global Norm	0	0	0	0	882	0	1	0.007	0.5	0.520684537612466	0.493783502084574
776	Tonga	LZ	0	1950	9	0	Model life tables	LogQuad	modPMD	MLT	UN_Far_Eastern	c(1,0.85)	3	1	0	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.503612539799167	0.486546748919247
780	Trinidad and Tobago	PLIW	0	1950	9	0	Age specific mortality pattern	LogQuad	modPMD	MLT	CD_West	c(1,0.5)	3	c(-4,5)	1	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.514729849231163	0.551289091872899
784	United Arab Emirates	SH	0	1950	9	0	Model life tables	LogQuad	modPMD	MLT	CD_West	c(1,0.75)	3	c(-4,5)	0	65	Global Norm	0	0	0	0	0	0	0	0.08	0.5	0.384600691359646	0.376029547742556
788	Tunisia	VK	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	c(1,0.75)	3	c(-4,5)	1	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.474892302965125	0.470408651298654
792	T?rkiye	YK	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	c(1,0.5)	3	c(-4,5)	1	65	Global Norm	0	0	0	0	300	0	0	0.007	0.5	0.502519886600847	0.503742137861411
795	Turkmenistan	VK	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	c(1,0.5)	3	c(-4,5)	1	65	Global Norm	0	0	0	0	0	0	0	0.007	0.5	0.512901076443724	0.509275031123031
796	Turks and Caicos Islands	PG	1	1950	9	0	Model life tables	LogQuad	modPMD	MLT	CD_West	c(1,0.5)	0	1	0	65	Global Norm	0	0	0	0	0	0	0	5e-04	0.5	0.499186478910987	0.502940583559026
798	Tuvalu	PG	1	1950	9	0	Model life tables	LogQuad	modPMD	MLT	UN_Far_Eastern	c(1,0.85)	3	1	0	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.507231583184772	0.515663024013958
800	Uganda	JM	0	1950	9	1	Model life tables	HIVmortmod	modPMD	MLT	CD_North	c(1,0.75)	3	1	0	65	Global Norm	0	0	0	0	0	0	0	0.007	0.5	0.50839313382796	0.51805937386747
804	Ukraine	MWVK	0	1950	9	0	Age specific mortality pattern	LogQuad	modPMD	MLT	CD_West	c(1,0.9)	3	c(-4,5)	1	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.511562975832988	0.529734279807358
807	North Macedonia	MWVK	0	1950	9	0	Age specific mortality pattern	LogQuad	modPMD	MLT	CD_West	c(1,0.75)	3	c(-4,5)	1	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.512665092015322	0.512950803042352
818	Egypt	VK	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	c(1,0.5)	3	c(-4,5)	1	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.449476154520313	0.452984762774692
826	United Kingdom	MW	0	1950	9	0	Age specific mortality pattern	CD_North	LC	""	""	""	0	c(-4,5)	1	65	Global Norm	0	0	0	0	0	0	0	0.007	0.5	0.499161242447626	0.501419252523341
831	Guernsey	PG	1	1950	9	0	Model life tables	CD_West	MLT	""	CD_West	""	0	0	0	65	Global Norm	1	0	0	0	0	0	0	0.007	0.5	0.5	0.5
832	Jersey	PG	0	1950	9	0	Model life tables	CD_West	MLT	""	CD_West	""	0	0	0	65	Global Norm	1	0	0	0	0	0	0	0.007	0.5	0.5	0.5
833	Isle of Man	PG	1	1950	9	0	Model life tables	CD_North	MLT	""	CD_North	""	0	0	0	65	Global Norm	0	0	0	0	0	0	0	5e-04	0.5	0.507172114977219	0.506257166123335
834	United Republic of Tanzania	JM	0	1950	9	1	Model life tables	HIVmortmod	modPMD	MLT	CD_North	c(1,0.5)	0	1	0	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.5	0.5
840	United States of America	MW	0	1950	9	0	Age specific mortality pattern	CD_West	LC	""	""	""	0	c(-4,5)	1	65	Global Norm	0	0	0	0	0	0	0	0.007	0.5	0.491784443748022	0.524213922002449
850	United States Virgin Islands	LZ	1	1950	9	0	Model life tables	CD_West	modPMD	MLT	CD_West	c(1,0.5)	0	1	0	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.515718716224588	0.52276575987331
854	Burkina Faso	IW	0	1950	9	0	Model life tables	CD_South	modPMD	MLT	CD_North	c(1,0.5)	0	c(-5,1)	0	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.489460391742799	0.477011724107773
858	Uruguay	HC	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	c(1,0.5)	3	c(-4,5)	1	65	Global Norm	0	0	0	0	0	0	0	1e-05	0.5	0.504949811736078	0.505749829375061
860	Uzbekistan	VK	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	c(1,0.5)	3	c(-4,5)	1	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.506371305505592	0.474797826723051
862	Venezuela (Bolivarian Republic of)	HC	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	c(1,0.5)	3	c(-4,5)	1	65	Global Norm	0	0	0	0	0	0	0	0.000123593973416877	0.5	0.517227011185999	0.502356500776532
876	Wallis and Futuna Islands	PG	1	1950	9	0	Model life tables	UN_Far_Eastern	MLT	""	UN_Far_Eastern	""	0	0	0	65	Global Norm	0	0	0	0	540	0	1	0.001	0.5	0.505713084102679	0.496758173541178
882	Samoa	LZ	0	1950	9	0	Model life tables	LogQuad	modPMD	MLT	UN_Far_Eastern	c(1,0.75)	3	1	0	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.500208442761715	0.490076428408758
887	Yemen	SH	0	1950	9	0	Model life tables	CD_West	modPMD	MLT	CD_West	c(1,0.5)	0	1	0	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.430235210961971	0.471816165106316
894	Zambia	PG	0	1950	9	1	Model life tables	HIVmortmod	modPMD	MLT	CD_North	c(1,0.5)	0	1	0	65	Global Norm	0	0	0	0	0	0	0	0.001	0.5	0.459296582852299	0.546309277742286
