country_code	country	Initials	isSmall	ProjFirstYear	MigCode	WPPAIDS	AgeMortalityType	AgeMortalityPattern	AgeMortProjMethod1	AgeMortProjMethod2	AgeMortProjPattern	AgeMortProjMethodWeights	AgeMortProjAdjSR	LatestAgeMortalityPattern	SmoothLatestAgeMortalityPattern	SmoothDFLatestAgeMortalityPattern	PasfrNorm	PasfrGlobalNorm	ConstantPasfr	PasfrFarEastAsianNorm	PasfrSouthAsianNorm	MigAgeSchedule	MigAgeZeroNeg	MigAgeEqualMFratio
508	Mozambique	PG	0	1950	9	1	Model life tables	HIVmortmod	modPMD	MLT	CD_West	"c(1,0.5)"	0	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
104	Myanmar	DG	0	1950	9	0	Model life tables	CD_West	modPMD	MLT	CD_West	"c(1,0.5)"	0	"c(-2,5)"	0	65	Global Norm	0	0	0	0	0	0	0
516	Namibia	PG	0	1950	9	1	Model life tables	HIVmortmod	modPMD	MLT	CD_West	"c(1,0.5)"	0	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
520	Nauru	PG	1	1950	9	0	Model life tables	LogQuad	modPMD	MLT	UN_Far_Eastern	"c(1,0.85)"	0	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
524	Nepal	SHYK	0	1950	9	0	Model life tables	CD_West	modPMD	MLT	CD_West	"c(1,0.5)"	3	"c(-2,1)"	0	65	Global Norm	0	0	0	0	356	0	1
528	Netherlands	MW	0	1950	9	0	Age specific mortality pattern	CD_West	LC				0	"c(-2,5)"	1	65	Global Norm	1	0	0	0	0	0	0
540	New Caledonia	GG	0	1950	9	0	Age specific mortality pattern	UN_General	modPMD	MLT	CD_West	"c(1,0.5)"	0	"c(-2,5)"	1	65	Global Norm	0	0	0	0	0	0	0
554	New Zealand	LZ	0	1950	9	0	Age specific mortality pattern	CD_North	LC				0	"c(-2,5)"	1	65	Global Norm	0	0	0	0	0	0	0
558	Nicaragua	GBGB	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	"c(1,0.5)"	3	"c(-2,5)"	1	65	Global Norm	0	0	0	0	0	0	0
562	Niger	TS	0	1950	9	0	Model life tables	CD_South	modPMD	MLT	CD_North	"c(1,0.5)"	0	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
566	Nigeria	TS	0	1950	9	0	Model life tables	CD_North	modPMD	MLT	CD_North	"c(1,0.5)"	3	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
570	Niue	PG	1	1950	9	0	Model life tables	LogQuad	modPMD	MLT	CD_West	"c(1,0.5)"	3	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
807	North Macedonia	MW	0	1950	9	0	Age specific mortality pattern	LogQuad	modPMD	MLT	CD_West	"c(1,0.75)"	3	"c(-2,5)"	1	65	Global Norm	0	0	0	0	0	0	0
580	Northern Mariana Islands	PG	1	1950	9	0	Model life tables	LogQuad	modPMD	MLT	CD_West	"c(1,0.5)"	3	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
578	Norway	LZ	0	1950	9	0	Age specific mortality pattern	CD_West	LC				0	"c(-2,5)"	1	65	Global Norm	1	0	0	0	0	0	0
512	Oman	SHYK	0	1950	9	0	Model life tables	LogQuad	modPMD	MLT	CD_West	"c(1,0.5)"	3	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
586	Pakistan	SHYK	0	1950	9	0	Model life tables	CD_West	modPMD	MLT	CD_West	"c(1,0.5)"	0	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
585	Palau	PG	1	1950	9	0	Model life tables	LogQuad	modPMD	MLT	CD_West	"c(1,0.85)"	3	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
591	Panama	GBHC	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	"c(1,0.5)"	3	"c(-2,5)"	1	65	Global Norm	0	0	0	0	0	0	0
598	Papua New Guinea	GG	0	1950	9	0	Model life tables	LogQuad	modPMD	MLT	UN_Far_Eastern	"c(1,0.5)"	0	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
600	Paraguay	HCGB	0	1950	9	0	Age specific mortality pattern	LogQuad	modPMD	MLT	CD_West	"c(1,0.5)"	3	"c(-2,5)"	1	65	Global Norm	0	0	0	0	0	0	0
604	Peru	HCGB	0	1950	9	0	Age specific mortality pattern	LogQuad	modPMD	MLT	CD_West	"c(1,0.5)"	3	"c(-2,5)"	1	65	Global Norm	0	0	0	0	0	0	0
608	Philippines	DG	0	1950	9	0	Model life tables	CD_West	modPMD	MLT	CD_North	"c(1,0.5)"	3	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
616	Poland	LZ	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	"c(1,0.9)"	3	"c(-2,5)"	1	65	Global Norm	0	0	0	0	0	0	0
620	Portugal	LZ	0	1950	9	0	Age specific mortality pattern	CD_West	LC				0	"c(-2,5)"	1	65	Global Norm	0	0	0	0	0	0	0
630	Puerto Rico	GG	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	"c(1,0.9)"	3	"c(-5,3)"	1	65	Global Norm	0	0	0	0	840	0	1
634	Qatar	SHYK	0	1950	9	0	Model life tables	LogQuad	modPMD	MLT	CD_West	"c(1,0.5)"	3	"c(-2,5)"	0	65	Global Norm	0	0	0	0	0	0	0
410	Republic of Korea	TS	0	1950	9	0	Age specific mortality pattern	LogQuad	modPMD	MLT	CD_West	"c(1,0.75)"	0	"c(-2,5)"	1	65	ConstantPasfr	0	1	1	0	0	0	0
498	Republic of Moldova	MW	0	1950	9	0	Age specific mortality pattern	LogQuad	modPMD	MLT	CD_West	"c(1,0.75)"	3	"c(-2,5)"	1	65	Global Norm	0	0	0	0	0	0	0
638	Réunion	GG	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	"c(1,0.75)"	3	"c(-2,5)"	1	65	Global Norm	0	0	0	0	0	0	0
642	Romania	LZ	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	"c(1,0.75)"	3	"c(-2,5)"	1	65	Global Norm	0	0	0	0	0	0	0
643	Russian Federation	LZ	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	"c(1,0.9)"	3	"c(-2,5)"	1	65	Global Norm	0	0	0	0	0	0	0
646	Rwanda	TS	0	1950	9	1	Model life tables	HIVmortmod	modPMD	MLT	CD_North	"c(1,0.5)"	3	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
654	Saint Helena	PG	1	1950	9	0	Model life tables	CD_West	modPMD	MLT	CD_West	"c(1,0.5)"	0	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
659	Saint Kitts and Nevis	PG	1	1950	9	0	Model life tables	LogQuad	modPMD	MLT	CD_West	"c(1,0.9)"	3	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
662	Saint Lucia	IW	0	1950	9	0	Model life tables	LogQuad	modPMD	MLT	CD_West	"c(1,0.5)"	3	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
666	Saint Pierre and Miquelon	PG	1	1950	9	0	Model life tables	LogQuad	modPMD	MLT	UN_Far_Eastern	"c(1,0.5)"	0	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
670	St. Vincent and the Grenadines	GG	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	"c(1,0.9)"	3	"c(-2,5)"	1	65	Global Norm	0	0	0	0	0	0	0
652	Saint Barthélemy	PG	1	1950	9	0	Model life tables	CD_West	modPMD	MLT	CD_West	"c(1,0.5)"	0	"c(-2,1)"	0	65	Global Norm	0	0	0	0	312	0	1
663	Saint Martin (French part)	PG	1	1950	9	0	Model life tables	CD_West	modPMD	MLT	CD_West	"c(1,0.5)"	0	"c(-2,1)"	0	65	Global Norm	0	0	0	0	312	0	1
882	Samoa	GG	0	1950	9	0	Model life tables	LogQuad	modPMD	MLT	UN_Far_Eastern	"c(1,0.75)"	3	"c(-3,1)"	0	65	Global Norm	0	0	0	0	0	0	0
674	San Marino	PG	1	1950	9	0	Model life tables	LogQuad	modPMD	MLT	CD_West	"c(1,0.5)"	0	"c(-2,1)"	0	65	ConstantPasfr	0	1	0	0	0	0	0
678	Sao Tome and Principe	IW	0	1950	9	0	Model life tables	LogQuad	modPMD	MLT	CD_North	"c(1,0.85)"	3	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
682	Saudi Arabia	SHYK	0	1950	9	0	Model life tables	LogQuad	modPMD	MLT	CD_West	"c(1,0.75)"	3	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
686	Senegal	TS	0	1950	9	0	Model life tables	CD_South	modPMD	MLT	CD_North	"c(1,0.75)"	0	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
688	Serbia	MW	0	1950	9	0	Age specific mortality pattern	LogQuad	modPMD	MLT	CD_West	"c(1,0.9)"	3	"c(-2,5)"	1	65	Global Norm	0	0	0	0	0	0	0
690	Seychelles	GG	0	1950	9	0	Age specific mortality pattern	LogQuad	modPMD	MLT	CD_West	"c(1,0.5)"	3	"c(-2,5)"	1	65	Global Norm	0	0	0	0	0	0	0
694	Sierra Leone	TS	0	1950	9	0	Model life tables	LogQuad	modPMD	MLT	CD_North	"c(1,0.5)"	0	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
702	Singapore	DG	0	1950	9	0	Age specific mortality pattern	CD_North	modPMD	MLT	CD_North	"c(1,0.9)"	0	"c(-2,5)"	1	65	Global Norm	0	0	1	0	0	0	0
534	Sint Maarten (Dutch part)	PG	1	1950	9	0	Model life tables	CD_West	modPMD	MLT	CD_West	"c(1,0.5)"	0	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
703	Slovakia	LZ	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	"c(1,0.75)"	3	"c(-2,5)"	1	65	Global Norm	0	0	0	0	0	0	0
705	Slovenia	MW	0	1950	9	0	Age specific mortality pattern	LogQuad	LC				3	"c(-2,5)"	1	65	Global Norm	1	0	0	0	0	0	0
90	Solomon Islands	GG	0	1950	9	0	Model life tables	CD_West	modPMD	MLT	CD_West	"c(1,0.5)"	3	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
706	Somalia	TS	0	1950	9	0	Model life tables	CD_North	modPMD	MLT	CD_West	"c(1,0.5)"	0	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
710	South Africa	PG	0	1950	9	1	Age specific mortality pattern	HIVmortmod	modPMD	MLT	CD_West	"c(1,1)"	3	"c(-2,5)"	1	65	Global Norm	0	0	0	0	0	0	0
728	South Sudan	VK	0	1950	9	0	Model life tables	CD_North	modPMD	MLT	CD_West	"c(1,0.5)"	0	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
724	Spain	LZ	0	1950	9	0	Age specific mortality pattern	CD_West	LC				0	"c(-2,5)"	1	65	ConstantPasfr	0	1	0	0	0	0	0
144	Sri Lanka	DG	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	"c(1,0.5)"	3	"c(-2,5)"	1	65	Global Norm	0	0	0	0	0	0	0
275	State of Palestine	SHYK	0	1950	9	0	Model life tables	CD_West	modPMD	MLT	CD_West	"c(1,0.5)"	0	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
729	Sudan	VK	0	1950	9	0	Model life tables	CD_North	modPMD	MLT	CD_West	"c(1,0.5)"	0	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
740	Suriname	IW	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	"c(1,0.5)"	3	"c(-2,5)"	1	65	Global Norm	0	0	0	0	0	0	0
752	Sweden	MW	0	1950	9	0	Age specific mortality pattern	CD_North	LC				0	"c(-2,5)"	1	65	Global Norm	1	0	0	0	0	0	0
756	Switzerland	LZ	0	1950	9	0	Age specific mortality pattern	CD_West	LC				0	"c(-2,5)"	1	65	ConstantPasfr	0	1	0	0	0	0	0
760	Syrian Arab Republic	SHYK	0	1950	9	0	Model life tables	CD_West	modPMD	MLT	CD_West	"c(1,0.5)"	0	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
762	Tajikistan	VK	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	"c(1,0.5)"	3	"c(-2,5)"	1	65	Global Norm	0	0	0	0	0	0	0
764	Thailand	DG	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	"c(1,0.5)"	3	"c(-2,5)"	1	65	Global Norm	0	0	0	0	0	0	0
626	Timor-Leste	DG	0	1950	9	0	Model life tables	CD_West	modPMD	MLT	CD_North	"c(1,0.5)"	3	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
768	Togo	TS	0	1950	9	0	Model life tables	CD_South	modPMD	MLT	CD_North	"c(1,0.5)"	0	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
772	Tokelau	PG	1	1950	9	0	Model life tables	LogQuad	modPMD	MLT	UN_Far_Eastern	"c(1,0.90)"	0	"c(-2,1)"	0	65	Global Norm	0	0	0	0	882	0	1
776	Tonga	GG	0	1950	9	0	Model life tables	LogQuad	modPMD	MLT	UN_Far_Eastern	"c(1,0.85)"	3	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
780	Trinidad and Tobago	IW	0	1950	9	0	Age specific mortality pattern	LogQuad	modPMD	MLT	CD_West	"c(1,0.5)"	3	"c(-2,5)"	1	65	Global Norm	0	0	0	0	0	0	0
788	Tunisia	VK	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	"c(1,0.75)"	3	"c(-2,5)"	1	65	Global Norm	0	0	0	0	0	0	0
792	Türkiye	DG	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	"c(1,0.5)"	3	"c(-2,5)"	1	65	Global Norm	0	0	0	0	300	0	0
795	Turkmenistan	VK	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	"c(1,0.5)"	3	"c(-2,5)"	1	65	Global Norm	0	0	0	0	0	0	0
796	Turks and Caicos Islands	PG	1	1950	9	0	Model life tables	LogQuad	modPMD	MLT	CD_West	"c(1,0.5)"	0	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
798	Tuvalu	PG	1	1950	9	0	Model life tables	LogQuad	modPMD	MLT	UN_Far_Eastern	"c(1,0.85)"	3	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
800	Uganda	TS	0	1950	9	1	Model life tables	HIVmortmod	modPMD	MLT	CD_North	"c(1,0.75)"	3	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
804	Ukraine	LZ	0	1950	9	0	Age specific mortality pattern	LogQuad	modPMD	MLT	CD_West	"c(1,0.9)"	3	"c(-2,5)"	1	65	Global Norm	0	0	0	0	0	0	0
784	United Arab Emirates	SHYK	0	1950	9	0	Model life tables	LogQuad	modPMD	MLT	CD_West	"c(1,0.75)"	3	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
826	United Kingdom	MW	0	1950	9	0	Age specific mortality pattern	CD_North	LC				0	"c(-2,5)"	1	65	Global Norm	0	0	0	0	0	0	0
834	United Republic of Tanzania	PG	0	1950	9	1	Model life tables	HIVmortmod	modPMD	MLT	CD_North	"c(1,0.5)"	0	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
840	United States of America	LZ	0	1950	9	0	Age specific mortality pattern	CD_West	LC				0	"c(-2,5)"	1	65	Global Norm	0	0	0	0	0	0	0
850	United States Virgin Islands	IW	0	1950	9	0	Model life tables	CD_West	modPMD	MLT	CD_West	"c(1,0.5)"	0	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
858	Uruguay	JMHC	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	"c(1,0.5)"	3	"c(-2,5)"	1	65	Global Norm	0	0	0	0	0	0	0
860	Uzbekistan	VK	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	"c(1,0.5)"	3	"c(-2,5)"	1	65	Global Norm	0	0	0	0	0	0	0
548	Vanuatu	GG	0	1950	9	0	Model life tables	LogQuad	modPMD	MLT	CD_West	"c(1,0.5)"	3	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
862	Venezuela (Bolivarian Republic of)	HCGB	0	1950	9	0	Age specific mortality pattern	CD_West	modPMD	MLT	CD_West	"c(1,0.5)"	3	"c(-2,5)"	1	65	Global Norm	0	0	0	0	0	0	0
704	Viet Nam	PG	0	1950	9	0	Model life tables	CD_North	modPMD	MLT	CD_North	"c(1,0.5)"	3	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
876	Wallis and Futuna Islands	PG	1	1950	9	0	Model life tables	UN_Far_Eastern	MLT		UN_Far_Eastern		0	0	0	65	Global Norm	0	0	0	0	540	0	1
732	Western Sahara	VK	0	1950	9	0	Model life tables	CD_West	modPMD	MLT	CD_West	"c(1,0.5)"	3	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
887	Yemen	SHYK	0	1950	9	0	Model life tables	CD_West	modPMD	MLT	CD_West	"c(1,0.5)"	0	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
894	Zambia	PG	0	1950	9	1	Model life tables	HIVmortmod	modPMD	MLT	CD_North	"c(1,0.5)"	0	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
716	Zimbabwe	PG	0	1950	9	1	Model life tables	HIVmortmod	modPMD	MLT	CD_North	"c(1,0.5)"	0	"c(-2,1)"	0	65	Global Norm	0	0	0	0	0	0	0
